0.65,0.1,0.829971,-1.17314e-09,7.82528e-10,-4.75328e-11,0.946327,0.274702,0.826896,2.26119e-06,0.0387728,-0.565658,0.8449,0.101267,0.138625,-3.14037,-0.0010895,3.13822,0.8449,0.101267,0.138625,-3.14037,-0.0010895,3.13822,0.805521,0.0652168,0.100793,-3.14145,-0.0001577,3.14143,0.763626,0.0317301,0.0625976,-3.13814,-0.00077937,3.13744,0.728291,-0.00711385,0.0261418,-3.1415,0.000799742,-3.14121,0.652389,0.0158075,-0.0800012,-3.13173,-3.17552e-06,3.14159,0.650003,0.144973,-0.0999341,-3.14153,8.51243e-05,-3.14156,
0.65,0.1,0.829971,-1.29913e-09,5.31942e-10,2.61383e-10,0.633052,-0.177822,0.82585,-0.00377828,0.0135126,-0.358442,0.848114,0.100451,0.139576,3.14132,-1.56529e-05,3.14143,0.848114,0.100451,0.139576,3.14132,-1.56529e-05,3.14143,0.805963,0.142518,0.101983,-3.14074,0.00348062,3.13507,0.768375,0.172187,0.0643445,-3.1414,0.000902911,-3.14131,0.729081,0.208768,0.0270293,-3.14094,0.000988596,3.14106,0.689491,0.244107,-0.0120933,3.14154,-6.22255e-05,3.14139,0.653691,0.278007,-0.049952,-3.14157,0.00953224,-3.13644,0.653691,0.278007,-0.049952,-3.14157,0.00953224,-3.13644,0.653725,0.247897,-0.0599505,-3.14157,0.00961999,-3.13616,0.653778,0.217817,-0.069949,-3.14156,0.00975817,-3.13595,0.650124,0.188256,-0.075839,-3.13514,0.00802614,-3.1386,0.645097,0.156653,-0.0871578,-3.13693,0.00471578,3.14058,0.649787,0.0548301,-0.0996807,-3.14122,3.90622e-06,-3.14037,
0.65,0.1,0.829971,-1.30515e-09,4.94108e-10,7.86055e-12,0.350182,0.106193,0.825467,-0.00939171,-4.32354e-09,0.25367,0.844254,0.102656,0.139145,3.14135,0.0017846,3.13699,0.844243,0.102618,0.139145,3.1413,0.0017829,3.13695,0.837587,0.100973,0.101625,3.14078,-0.000876895,-3.13697,0.837392,0.102514,0.0637857,3.14144,0.000346246,3.14108,0.83227,0.104403,0.027068,3.14114,0.00137492,3.13962,0.825989,0.108713,-0.00824073,3.14051,0.00336651,3.13654,0.828602,0.100025,-0.0499653,-3.14132,0.000461309,3.14146,0.828602,0.100025,-0.0499653,-3.14132,0.000461309,3.14146,0.79623,0.0992872,-0.0597529,-3.1396,0.00145233,-3.1414,0.769438,0.100834,-0.0697703,3.1413,-0.000493099,3.14102,0.736554,0.103368,-0.0783967,3.13807,-0.00429592,3.13845,0.706064,0.103555,-0.0880563,3.13743,-0.00455298,3.13812,0.602717,0.104237,-0.0975844,3.14101,-0.00440822,3.13643,
0.65,0.1,0.829971,-1.3063e-09,5.11486e-10,8.74389e-11,1.03954,0.0662287,0.828032,-1.69243,-1.51493,-0.382867,0.847312,0.10051,0.139389,3.14135,5.8553e-05,3.14156,0.847312,0.10051,0.139389,3.14135,5.8553e-05,3.14156,0.771469,0.100608,0.101515,3.14147,0.00053755,3.14097,0.696292,0.100263,0.0641058,-3.1412,0.000492148,-3.14136,0.620942,0.100259,0.0258095,3.14142,0.000206585,3.14145,0.547132,0.0963588,-0.0120704,-3.14157,0.00431142,-3.13192,0.471045,0.0965956,-0.0499598,-3.14158,0.00269927,-3.1328,0.471045,0.0965956,-0.0499598,-3.14158,0.00269925,-3.1328,0.501639,0.0962323,-0.0599492,-3.14157,0.00423242,-3.13186,0.531698,0.0988079,-0.0687536,3.14149,0.00595813,-3.13722,0.562806,0.0962876,-0.07994,-3.14156,0.00724729,-3.132,0.593846,0.0961548,-0.0899206,-3.14154,0.00993373,-3.13166,0.69487,0.100089,-0.10006,-3.14158,5.40497e-05,3.14139,
0.65,0.1,0.829971,-1.21009e-09,4.94574e-10,2.89695e-10,0.668146,0.281252,0.826456,0.0295607,-3.15578e-10,-0.104199,0.810348,0.219645,0.140566,-3.14056,0.000264767,3.1407,0.810348,0.219645,0.140566,-3.14056,0.000264767,3.1407,0.778515,0.159585,0.10262,-3.14138,0.00110196,-3.14089,0.745959,0.100204,0.0663039,-3.13915,0.00407486,-3.13818,0.709819,0.0464233,0.0325362,-3.1336,0.00384758,-3.14079,0.68168,-0.0196379,-0.0120978,-3.14119,0.000808384,3.14104,0.648245,-0.0792889,-0.0503247,-3.13984,0.0017742,3.14105,0.648245,-0.0792889,-0.0503247,-3.13984,0.0017742,3.14105,0.648146,-0.0496994,-0.0602175,-3.13991,0.00117345,3.14118,0.64802,-0.0200944,-0.0700802,-3.13999,0.00062317,3.14139,0.647666,0.00876907,-0.0794702,-3.13999,-0.000403857,-3.1402,0.647328,0.0372197,-0.0885785,-3.14011,-0.00125777,-3.13769,0.648747,0.140793,-0.0977189,-3.14089,0.00178398,-3.13568,
0.65,0.1,0.829971,-1.20465e-09,4.52274e-10,1.318e-11,0.64166,-0.13255,0.82542,-0.0084969,-3.25955e-10,0.109393,0.810595,0.218928,0.140106,-3.1411,0.00111426,3.13991,0.810595,0.218928,0.140106,-3.1411,0.00111426,3.13991,0.781227,0.229911,0.102302,-3.14137,0.00748022,-3.13803,0.750045,0.241436,0.0641115,-3.14157,0.00954836,-3.13659,0.717975,0.253457,0.0260936,-3.14156,0.00966782,-3.1361,0.685806,0.265673,-0.0119289,-3.14157,0.00952925,-3.13612,0.653678,0.278008,-0.0499225,-3.14159,0.00951606,-3.13644,0.653678,0.278008,-0.0499225,-3.14159,0.0095166,-3.13644,0.649838,0.251273,-0.0589897,-3.14158,0.0041129,3.13808,0.649611,0.220549,-0.069436,-3.14151,0.00332583,3.13893,0.649417,0.189412,-0.0794928,-3.14139,0.00280085,3.14084,0.64896,0.157875,-0.0890289,-3.14121,0.00179296,-3.13954,0.646714,0.0506288,-0.097731,-3.14026,-0.00247842,-3.13524,
0.65,0.1,0.829971,-1.20716e-09,4.96303e-10,-4.63799e-12,0.438841,0.131285,0.825001,8.30919e-06,2.28593e-06,0.626326,0.810861,0.218458,0.139851,-3.14121,0.00061714,3.14056,0.810861,0.218458,0.139851,-3.14121,0.00061714,3.14056,0.813217,0.19424,0.101828,3.14074,8.77301e-06,-3.14117,0.812558,0.168988,0.0638203,3.13813,3.25061e-05,-3.13963,0.821767,0.147605,0.0260769,3.14153,0.000233364,-3.14154,0.824412,0.124184,-0.0114954,3.14139,0.000638486,-3.14109,0.825871,0.100711,-0.0484701,3.14121,0.0013292,-3.13963,0.825871,0.100711,-0.0484701,3.14121,0.0013292,-3.13963,0.796381,0.104337,-0.0572559,3.1407,0.00165219,3.13978,0.769841,0.0999853,-0.0700071,-3.14151,3.38071e-05,3.14155,0.739601,0.0998372,-0.0799745,-3.14135,-0.000189343,-3.14156,0.709026,0.0993608,-0.0897729,-3.14106,-0.000879949,-3.14107,0.604803,0.100159,-0.0999543,3.14141,-0.000289041,3.14144,
0.65,0.1,0.829971,-1.20111e-09,4.51854e-10,4.07774e-10,1.0091,0.045362,0.829461,0.000806489,-0.0928573,0.19812,0.809662,0.219956,0.140379,-3.1404,0.00239465,3.13831,0.809649,0.21995,0.14038,-3.14042,0.00236137,3.13831,0.745542,0.193318,0.102363,-3.14156,0.00984394,-3.13476,0.677148,0.1684,0.0642977,-3.14155,0.00865281,-3.13236,0.608056,0.144621,0.0262008,-3.14156,0.0056579,-3.13291,0.539658,0.120208,-0.0118699,-3.14156,0.00445437,-3.13182,0.471035,0.0966275,-0.0499606,-3.14158,0.00267315,-3.13288,0.471035,0.0966275,-0.0499606,-3.14158,0.00267315,-3.13288,0.501638,0.0962354,-0.0599493,-3.14157,0.00422884,-3.13187,0.532036,0.0964783,-0.0699524,-3.14157,0.00525882,-3.1325,0.562831,0.0962564,-0.079939,-3.14156,0.00731053,-3.13192,0.589821,0.100099,-0.0899626,3.14144,-0.000230702,3.14155,0.693521,0.0989149,-0.0995845,-3.14087,-0.00148729,-3.14056,
0.65,0.1,0.829971,-1.16056e-09,6.02913e-10,2.6767e-10,0.745482,0.341135,0.829543,-0.0743691,0.0195292,-0.133878,0.714963,0.287888,0.140032,-3.14143,0.00979652,-3.13486,0.714965,0.287864,0.140032,-3.14147,0.00979808,-3.13486,0.695979,0.214078,0.103066,3.13942,0.000782723,-3.13821,0.688715,0.141613,0.0641211,3.14155,0.00100554,3.14055,0.6753,0.0713924,0.0267728,3.14104,0.00474407,3.13766,0.662824,-0.00641722,-0.0120223,-3.14153,-9.02101e-06,3.14151,0.649139,-0.0797927,-0.0501683,-3.14131,0.000174367,3.14103,0.649139,-0.0797927,-0.0501682,-3.14131,0.00017452,3.14103,0.649324,-0.0498667,-0.0601378,-3.14136,3.55146e-05,3.1411,0.649435,-0.0199146,-0.0701142,-3.14139,-6.91715e-05,3.14115,0.649499,0.0100521,-0.0800969,-3.14142,-0.000150726,3.14119,0.64953,0.0400255,-0.0900854,-3.14144,-0.000216995,3.14123,0.649705,0.144954,-0.100039,-3.14151,-0.00025306,3.14143,
0.65,0.1,0.829971,-1.16291e-09,6.06968e-10,1.85478e-10,0.650051,-0.123059,0.826561,0.031925,9.25708e-07,0.0193483,0.712387,0.28956,0.140035,-3.14149,0.00329111,-3.13928,0.712387,0.28956,0.140035,-3.14149,0.00329111,-3.13928,0.69838,0.285446,0.103113,3.13967,0.000662665,-3.13743,0.687316,0.285929,0.0640612,3.14154,-3.66125e-05,3.14135,0.674361,0.284786,0.0262088,3.14126,-0.000251714,3.14045,0.660586,0.284842,-0.0114101,3.14043,-0.00102296,3.13828,0.645303,0.286844,-0.0486638,3.13858,-0.0031206,3.13436,0.645303,0.286844,-0.0486638,3.13858,-0.00312072,3.13436,0.645061,0.258379,-0.0583312,3.13794,-0.00268711,3.1327,0.649907,0.219974,-0.0700094,-3.14157,-9.96156e-05,3.14155,0.649859,0.189969,-0.0800164,-3.14155,-0.000143535,3.14152,0.649786,0.159966,-0.0900285,-3.14153,-0.000199819,3.14147,0.649481,0.0550356,-0.100102,-3.14144,-0.000261903,3.14116,
0.65,0.1,0.829971,-1.17777e-09,6.27475e-10,4.32639e-10,0.338341,0.116142,0.827495,0.049512,-0.00162739,1.58896,0.711051,0.290583,0.140061,-3.14146,3.42022e-05,3.14142,0.711051,0.290583,0.140061,-3.14146,3.42022e-05,3.14142,0.732651,0.252912,0.101089,3.13973,0.00136419,3.1371,0.758476,0.214262,0.0640504,3.14151,0.000159188,-3.14121,0.781517,0.175692,0.026096,3.14121,0.000715713,-3.13946,0.802922,0.136151,-0.0118276,3.14065,0.00198385,-3.13446,0.829317,0.100012,-0.0496158,-3.14154,2.82165e-05,-3.14109,0.829317,0.100012,-0.0496158,-3.14154,2.82165e-05,-3.14109,0.799802,0.100021,-0.0598342,-3.14156,7.00676e-05,-3.14145,0.764807,0.100378,-0.0678391,3.14158,0.00258158,-3.13302,0.735408,0.103634,-0.0766741,3.1415,0.00243165,-3.13765,0.70565,0.107995,-0.0853012,3.14047,0.00272758,3.13996,0.604091,0.0998705,-0.0999755,-3.14132,-0.00135223,3.1413,
0.65,0.1,0.829941,-1.16751e-09,6.18202e-10,3.83664e-10,0.967926,0.0878444,0.831084,-0.00149534,-0.129046,1.27082,0.702718,0.296176,0.139236,-3.13914,0.00233484,3.13601,0.702718,0.296176,0.139236,-3.13914,0.00233484,3.13601,0.656141,0.257008,0.101409,-3.14157,5.39442e-05,3.14148,0.609284,0.218783,0.0635609,-3.14154,0.00102237,3.13951,0.563066,0.178458,0.0257169,3.14159,-3.80457e-05,-3.14156,0.516235,0.139123,-0.0117993,3.14128,-0.000682819,-3.14094,0.467026,0.100593,-0.047677,3.13759,-0.00721232,-3.13637,0.467026,0.100593,-0.047677,3.13759,-0.00721232,-3.13637,0.497261,0.100081,-0.058401,3.13877,-0.00649898,-3.13871,0.528176,0.0997684,-0.0691632,3.14077,-0.00424655,-3.14058,0.558777,0.0997841,-0.0796406,-3.14159,-0.00258262,-3.14143,0.58916,0.09987,-0.0899045,-3.14138,-0.00144985,3.14141,0.694852,0.100037,-0.10004,-3.14158,8.03118e-05,3.14142,
0.65,0.1,0.82999,-1.12729e-09,6.10112e-10,2.04001e-11,0.708567,0.333101,0.825991,0.0200222,-2.40077e-10,0.0785295,0.589559,0.286843,0.14003,3.14159,0.00598518,-3.13371,0.589559,0.286843,0.14003,3.14159,0.00598518,-3.13371,0.595297,0.212789,0.101601,3.13878,0.00215212,3.14035,0.613463,0.140783,0.0640001,3.14156,0.000422819,-3.14144,0.624689,0.0699338,0.0264566,3.14143,0.00145113,-3.13932,0.637779,-0.00664442,-0.0119502,-3.14158,0.000220224,3.14156,0.649271,-0.0798856,-0.0495645,-3.14157,0.0014983,3.14154,0.649271,-0.0798856,-0.0495645,-3.14157,0.0014983,3.14154,0.649584,-0.049935,-0.0596615,-3.14159,0.00110775,3.14152,0.649764,-0.0199623,-0.0697361,3.14159,0.000815079,3.14152,0.649866,0.0100211,-0.0797923,3.14158,0.000602113,3.14152,0.649923,0.0400097,-0.0898337,3.14158,0.000451174,3.14153,0.649992,0.144993,-0.0999432,3.14159,0.000121098,3.14157,
0.65,0.1,0.82999,-1.1681e-09,6.43153e-10,1.08554e-10,0.632977,-0.15344,0.826176,-0.0238075,-6.64106e-10,-0.0133658,0.589171,0.287423,0.140194,-3.14157,0.00545337,-3.13503,0.589171,0.287425,0.140194,-3.14157,0.00545345,-3.13503,0.600109,0.286245,0.101581,3.13853,0.000992125,3.13961,0.613476,0.284439,0.0641246,3.14157,-1.17832e-05,-3.14151,0.625526,0.282875,0.0261254,3.14149,-5.18326e-05,-3.14113,0.637363,0.281133,-0.011784,3.14136,-0.000147106,-3.13999,0.648804,0.279014,-0.0495141,3.14124,-0.00032856,-3.13737,0.648804,0.279014,-0.0495141,3.14124,-0.000328697,-3.13737,0.648426,0.249211,-0.0593779,3.14139,-0.000214947,-3.13651,0.647886,0.219505,-0.0691284,-3.14158,-0.000130738,-3.13525,0.647172,0.189964,-0.0787112,-3.14129,-0.000103469,-3.13346,0.649997,0.159996,-0.0899617,3.14159,7.84905e-05,3.14158,0.649934,0.0550057,-0.0998352,3.14157,0.00043454,3.14153,
0.65,0.1,0.829971,-1.22094e-09,6.85899e-10,2.65213e-10,0.412516,0.0836892,0.828544,0.000712402,0.0730321,0.164458,0.587064,0.290468,0.140454,3.1415,0.00147199,3.14045,0.587064,0.290468,0.140454,3.1415,0.00147199,3.14045,0.635639,0.25236,0.10239,3.14154,2.26024e-05,-3.14149,0.684039,0.213978,0.0646626,3.14085,0.000291514,-3.13986,0.731677,0.174283,0.0278461,3.13841,0.00133588,-3.1328,0.781334,0.138201,-0.0116583,-3.14153,0.000167068,3.14154,0.828443,0.100405,-0.047914,-3.141,0.000252344,-3.14055,0.828443,0.100405,-0.047914,-3.141,0.000252322,-3.14055,0.799532,0.100307,-0.0587686,-3.14121,0.000501623,-3.14135,0.769861,0.100197,-0.0692224,-3.14135,0.000506549,-3.14155,0.739974,0.100111,-0.0794888,-3.14144,0.000444611,-3.14159,0.710007,0.10005,-0.0896616,-3.14151,0.000375997,3.14159,0.60085,0.109065,-0.0962793,-3.14122,0.000893298,-3.13836,
0.65,0.1,0.829971,-1.20706e-09,6.7497e-10,3.45807e-10,1.71471,-0.118712,0.057495,0.609526,-1.45826,-0.917385,0.587218,0.28995,0.140038,3.14158,0.00019029,3.14144,0.587226,0.289952,0.140036,-3.14158,0.000203156,3.14144,0.559926,0.251031,0.103844,3.13869,-0.000550341,-3.13497,0.540272,0.214413,0.0639532,3.1414,0.000474317,3.14064,0.516773,0.178255,0.0255856,3.14035,0.00269166,3.13698,0.49341,0.137988,-0.0119512,3.14159,-9.89049e-05,-3.14158,0.469764,0.100013,-0.0497489,3.14153,-0.000698068,-3.14154,0.469764,0.100013,-0.0497489,3.14153,-0.000698068,-3.14154,0.499778,0.100009,-0.0598999,-3.14155,-0.000493996,3.14149,0.529806,0.0999997,-0.0699835,-3.14154,-0.000299273,3.14147,0.559841,0.0999921,-0.080024,-3.14157,-0.000132982,3.14148,0.586764,0.109964,-0.0868967,3.14086,0.00189383,3.13999,0.695007,0.100023,-0.0997117,-3.14154,0.000370931,3.14159,
0.65,0.1,0.829971,-1.15531e-09,6.19033e-10,-6.8225e-11,0.783308,0.326973,0.828895,0.0426669,0.0369847,0.0518057,0.488316,0.213025,0.140037,-3.14158,0.00232747,-3.13271,0.488315,0.213025,0.140036,-3.14158,0.00232582,-3.13271,0.52064,0.154427,0.10206,3.14153,2.32406e-05,-3.14141,0.552813,0.0958232,0.0645472,3.14079,0.000188296,-3.13877,0.585335,0.0372274,0.0260496,-3.14158,0.000115492,3.14157,0.61774,-0.0212369,-0.0116032,-3.14147,0.000914372,3.14149,0.650292,-0.0791837,-0.0475577,-3.14073,0.003991,3.14154,0.650292,-0.0791837,-0.0475577,-3.14073,0.00399087,3.14154,0.650404,-0.049226,-0.0581139,-3.14112,0.00342739,3.14134,0.650422,-0.0192917,-0.0685064,-3.14144,0.00293434,3.1413,0.650403,0.0106302,-0.0787716,3.14148,0.00252827,3.14134,0.650377,0.0405492,-0.088939,3.14128,0.00221023,3.14142,0.650185,0.145264,-0.0994057,3.14101,0.00108156,-3.14155,
0.65,0.1,0.829971,-1.17045e-09,6.30305e-10,1.26798e-10,0.635325,-0.101726,0.826801,-7.67348e-09,-0.0367043,0.0655603,0.488427,0.212623,0.14005,-3.14158,0.00261825,-3.13167,0.488427,0.212623,0.14005,-3.14158,0.00261825,-3.13167,0.518898,0.230114,0.0995087,3.13722,0.00139712,3.13341,0.552778,0.239371,0.0642713,3.14127,-0.000617121,-3.141,0.584003,0.251913,0.0270913,3.14011,-0.00305049,-3.13829,0.617679,0.26656,-0.0119544,3.1415,2.64333e-05,3.14156,0.649977,0.280187,-0.0497668,3.14111,0.000144773,3.14141,0.649977,0.280187,-0.0497668,3.14111,0.000144788,3.14141,0.650002,0.250161,-0.0597528,3.1411,0.000246337,3.14151,0.650028,0.220157,-0.0697189,3.14109,0.00037189,3.14157,0.650063,0.190175,-0.0796553,3.14106,0.000547651,-3.14158,0.650118,0.160218,-0.0895452,3.14104,0.000809145,-3.14156,0.650413,0.0555356,-0.0988934,3.14119,0.0022477,3.14149,
0.65,0.1,0.829971,-1.1465e-09,6.08809e-10,4.31237e-10,0.510181,0.0799564,0.825,3.98385e-06,-1.71756e-09,0.121771,0.488209,0.213453,0.140023,-3.14158,0.00205027,-3.13383,0.488209,0.213453,0.140023,-3.14158,0.00205027,-3.13383,0.556465,0.190761,0.102164,3.14136,-0.000174554,-3.14139,0.623485,0.167771,0.0660584,3.13824,-0.00266286,-3.13827,0.693253,0.14551,0.0260766,3.14123,0.000241398,3.14148,0.761319,0.12409,-0.0110894,3.13906,0.00155874,3.14028,0.826451,0.109369,-0.0426743,3.13275,0.00343522,3.13382,0.826451,0.109369,-0.0426746,3.13275,0.00343509,3.13382,0.79842,0.105662,-0.0552762,3.1347,0.00419719,3.1371,0.769389,0.103444,-0.066778,3.13662,0.00408881,3.13912,0.73991,0.102091,-0.0777105,3.13828,0.00359264,3.14034,0.710188,0.101256,-0.0883251,3.13956,0.00296425,3.14105,0.605166,0.100104,-0.0996494,3.14145,0.000763798,-3.14156,
0.65,0.1,0.829971,-1.16513e-09,6.25655e-10,-8.47728e-11,1.05142,0.0494099,0.834362,-3.08154e-07,0.21123,-0.0322024,0.488363,0.212872,0.14004,-3.14157,0.00244907,-3.13232,0.488363,0.212872,0.14004,-3.14157,0.00244907,-3.13232,0.482324,0.18993,0.102499,3.13761,0.000890562,-3.13952,0.480992,0.167894,0.0639618,3.14159,8.57147e-05,3.14136,0.477232,0.146006,0.0257877,3.14152,0.000441703,3.14063,0.473374,0.125193,-0.0124224,3.14125,0.00127764,3.13929,0.469408,0.106071,-0.0503333,3.14073,0.00250288,3.13779,0.469408,0.106071,-0.0503333,3.14073,0.00250288,3.13779,0.498514,0.104062,-0.0593682,-3.14117,-0.000384728,-3.13917,0.530002,0.0999887,-0.0699772,3.14159,9.60696e-05,-3.14159,0.560041,0.100007,-0.0799182,3.14157,0.000229793,-3.14158,0.590102,0.100056,-0.0897912,3.14152,0.000485554,-3.14157,0.695318,0.101017,-0.0984146,3.14,0.00284108,3.14128,
